task,scale,encoding,theories,combo,combo_len,result,ok,tactic_ms,solve_ms,total_ms,rlimit
dispatch,200,set,set+tuple,(none),0,sat,True,0.0,22.53,22.53,28679
dispatch,200,set,set+tuple,simplify,1,sat,True,0.07,22.68,22.75,29083
dispatch,200,set,set+tuple,propagate-values,1,sat,True,0.1,22.03,22.13,24689
dispatch,200,set,set+tuple,solve-eqs,1,sat,True,0.12,21.68,21.8,24239
dispatch,200,set,set+tuple,elim-term-ite,1,sat,True,0.03,22.25,22.28,29085
dispatch,200,set,set+tuple,propagate-ineqs,1,sat,True,0.06,21.98,22.04,29094
dispatch,200,set,set+tuple,ctx-simplify,1,sat,True,0.08,21.67,21.75,25300
dispatch,200,set,set+tuple,simplify[blast_select_store=True],1,sat,True,0.94,0.9,1.84,7711
dispatch,200,set,set+tuple,simplify>simplify,2,sat,True,0.12,22.7,22.82,29490
dispatch,200,set,set+tuple,simplify>propagate-values,2,sat,True,0.15,22.69,22.84,25096
dispatch,200,set,set+tuple,simplify>solve-eqs,2,sat,True,0.17,22.55,22.72,24647
dispatch,200,set,set+tuple,simplify>elim-term-ite,2,sat,True,0.09,22.3,22.39,29490
dispatch,200,set,set+tuple,simplify>propagate-ineqs,2,sat,True,0.11,21.94,22.05,29464
dispatch,200,set,set+tuple,simplify>ctx-simplify,2,sat,True,0.13,22.53,22.66,25705
dispatch,200,set,set+tuple,simplify>simplify[blast_select_store=True],2,sat,True,1.0,0.89,1.89,8118
dispatch,200,set,set+tuple,propagate-values>simplify,2,sat,True,0.12,22.0,22.12,24898
dispatch,200,set,set+tuple,propagate-values>propagate-values,2,sat,True,0.11,21.51,21.62,24689
dispatch,200,set,set+tuple,propagate-values>solve-eqs,2,sat,True,0.16,21.79,21.95,24250
dispatch,200,set,set+tuple,propagate-values>elim-term-ite,2,sat,True,0.11,21.64,21.75,24898
dispatch,200,set,set+tuple,propagate-values>propagate-ineqs,2,sat,True,0.13,21.66,21.79,24874
dispatch,200,set,set+tuple,propagate-values>ctx-simplify,2,sat,True,0.16,22.64,22.8,25210
dispatch,200,set,set+tuple,propagate-values>simplify[blast_select_store=True],2,sat,True,0.14,0.37,0.51,724
dispatch,200,set,set+tuple,solve-eqs>simplify,2,sat,True,0.18,21.6,21.78,24447
dispatch,200,set,set+tuple,solve-eqs>propagate-values,2,sat,True,0.12,21.57,21.69,24239
dispatch,200,set,set+tuple,solve-eqs>solve-eqs,2,sat,True,0.13,21.49,21.62,24245
dispatch,200,set,set+tuple,solve-eqs>elim-term-ite,2,sat,True,0.13,23.38,23.51,24447
dispatch,200,set,set+tuple,solve-eqs>propagate-ineqs,2,sat,True,0.15,22.11,22.26,24425
dispatch,200,set,set+tuple,solve-eqs>ctx-simplify,2,sat,True,0.15,21.62,21.77,24757
dispatch,200,set,set+tuple,solve-eqs>simplify[blast_select_store=True],2,sat,True,0.14,0.35,0.49,1115
dispatch,200,set,set+tuple,elim-term-ite>simplify,2,sat,True,0.08,22.49,22.57,29489
dispatch,200,set,set+tuple,elim-term-ite>propagate-values,2,sat,True,0.12,22.33,22.45,25095
dispatch,200,set,set+tuple,elim-term-ite>solve-eqs,2,sat,True,0.13,22.46,22.59,24645
dispatch,200,set,set+tuple,elim-term-ite>elim-term-ite,2,sat,True,0.06,22.25,22.31,29491
dispatch,200,set,set+tuple,elim-term-ite>propagate-ineqs,2,sat,True,0.08,21.64,21.72,29500
dispatch,200,set,set+tuple,elim-term-ite>ctx-simplify,2,sat,True,0.09,21.65,21.74,25706
dispatch,200,set,set+tuple,elim-term-ite>simplify[blast_select_store=True],2,sat,True,0.89,0.87,1.76,8117
dispatch,200,set,set+tuple,propagate-ineqs>simplify,2,sat,True,0.1,22.88,22.98,29498
dispatch,200,set,set+tuple,propagate-ineqs>propagate-values,2,sat,True,0.14,22.29,22.43,25104
dispatch,200,set,set+tuple,propagate-ineqs>solve-eqs,2,sat,True,0.17,21.92,22.09,24654
dispatch,200,set,set+tuple,propagate-ineqs>elim-term-ite,2,sat,True,0.08,22.1,22.18,29500
dispatch,200,set,set+tuple,propagate-ineqs>propagate-ineqs,2,sat,True,0.1,21.94,22.04,29509
dispatch,200,set,set+tuple,propagate-ineqs>ctx-simplify,2,sat,True,0.11,21.56,21.67,25715
dispatch,200,set,set+tuple,propagate-ineqs>simplify[blast_select_store=True],2,sat,True,0.92,0.88,1.8,8126
dispatch,200,set,set+tuple,ctx-simplify>simplify,2,sat,True,0.09,22.3,22.39,25506
dispatch,200,set,set+tuple,ctx-simplify>propagate-values,2,sat,True,0.08,21.55,21.63,25300
dispatch,200,set,set+tuple,ctx-simplify>solve-eqs,2,sat,True,0.13,21.34,21.47,24857
dispatch,200,set,set+tuple,ctx-simplify>elim-term-ite,2,sat,True,0.08,21.83,21.91,25508
dispatch,200,set,set+tuple,ctx-simplify>propagate-ineqs,2,sat,True,0.1,23.11,23.21,25517
dispatch,200,set,set+tuple,ctx-simplify>ctx-simplify,2,sat,True,0.09,22.13,22.22,25820
dispatch,200,set,set+tuple,ctx-simplify>simplify[blast_select_store=True],2,sat,True,0.1,0.37,0.47,1332
dispatch,200,set,set+tuple,simplify[blast_select_store=True]>simplify,2,sat,True,1.02,0.87,1.89,8316
dispatch,200,set,set+tuple,simplify[blast_select_store=True]>propagate-values,2,sat,True,0.95,0.33,1.28,2283
dispatch,200,set,set+tuple,simplify[blast_select_store=True]>solve-eqs,2,sat,True,1.04,0.02,1.06,2857
dispatch,200,set,set+tuple,simplify[blast_select_store=True]>elim-term-ite,2,sat,True,0.86,0.85,1.71,8316
dispatch,200,set,set+tuple,simplify[blast_select_store=True]>propagate-ineqs,2,sat,True,0.84,0.83,1.67,8315
dispatch,200,set,set+tuple,simplify[blast_select_store=True]>ctx-simplify,2,sat,True,0.98,0.34,1.32,5023
dispatch,200,set,set+tuple,simplify[blast_select_store=True]>simplify[blast_select_store=True],2,sat,True,0.96,0.84,1.8,8316
dispatch,200,set_bv,set+tuple+bitvec,(none),0,sat,True,0.0,2.68,2.68,14723
dispatch,200,set_bv,set+tuple+bitvec,simplify,1,sat,True,0.07,2.6,2.67,15128
dispatch,200,set_bv,set+tuple+bitvec,propagate-values,1,sat,True,0.11,2.38,2.49,10736
dispatch,200,set_bv,set+tuple+bitvec,solve-eqs,1,sat,True,0.11,2.31,2.42,10290
dispatch,200,set_bv,set+tuple+bitvec,elim-term-ite,1,sat,True,0.03,2.64,2.67,15128
dispatch,200,set_bv,set+tuple+bitvec,propagate-ineqs,1,sat,True,0.02,2.55,2.57,14724
dispatch,200,set_bv,set+tuple+bitvec,ctx-simplify,1,sat,True,0.07,2.34,2.41,11345
dispatch,200,set_bv,set+tuple+bitvec,simplify[blast_select_store=True],1,sat,True,0.77,0.4,1.17,7677
dispatch,200,set_bv,set+tuple+bitvec,simplify>simplify,2,sat,True,0.12,2.66,2.78,15534
dispatch,200,set_bv,set+tuple+bitvec,simplify>propagate-values,2,sat,True,0.17,2.37,2.54,11142
dispatch,200,set_bv,set+tuple+bitvec,simplify>solve-eqs,2,sat,True,0.16,2.3,2.46,10697
dispatch,200,set_bv,set+tuple+bitvec,simplify>elim-term-ite,2,sat,True,0.08,2.61,2.69,15534
dispatch,200,set_bv,set+tuple+bitvec,simplify>propagate-ineqs,2,sat,True,0.08,2.56,2.64,15129
dispatch,200,set_bv,set+tuple+bitvec,simplify>ctx-simplify,2,sat,True,0.12,2.36,2.48,11749
dispatch,200,set_bv,set+tuple+bitvec,simplify>simplify[blast_select_store=True],2,sat,True,0.84,0.39,1.23,8083
dispatch,200,set_bv,set+tuple+bitvec,propagate-values>simplify,2,sat,True,0.13,2.31,2.44,10944
dispatch,200,set_bv,set+tuple+bitvec,propagate-values>propagate-values,2,sat,True,0.12,2.33,2.45,10736
dispatch,200,set_bv,set+tuple+bitvec,propagate-values>solve-eqs,2,sat,True,0.15,2.27,2.42,10300
dispatch,200,set_bv,set+tuple+bitvec,propagate-values>elim-term-ite,2,sat,True,0.11,2.29,2.4,10944
dispatch,200,set_bv,set+tuple+bitvec,propagate-values>propagate-ineqs,2,sat,True,0.1,2.32,2.42,10737
dispatch,200,set_bv,set+tuple+bitvec,propagate-values>ctx-simplify,2,sat,True,0.13,2.36,2.49,11254
dispatch,200,set_bv,set+tuple+bitvec,propagate-values>simplify[blast_select_store=True],2,sat,True,0.14,0.13,0.27,689
dispatch,200,set_bv,set+tuple+bitvec,solve-eqs>simplify,2,sat,True,0.14,2.33,2.47,10497
dispatch,200,set_bv,set+tuple+bitvec,solve-eqs>propagate-values,2,sat,True,0.12,2.26,2.38,10290
dispatch,200,set_bv,set+tuple+bitvec,solve-eqs>solve-eqs,2,sat,True,0.12,2.28,2.4,10294
dispatch,200,set_bv,set+tuple+bitvec,solve-eqs>elim-term-ite,2,sat,True,0.11,2.25,2.36,10497
dispatch,200,set_bv,set+tuple+bitvec,solve-eqs>propagate-ineqs,2,sat,True,0.11,2.33,2.44,10291
dispatch,200,set_bv,set+tuple+bitvec,solve-eqs>ctx-simplify,2,sat,True,0.13,2.27,2.4,10805
dispatch,200,set_bv,set+tuple+bitvec,solve-eqs>simplify[blast_select_store=True],2,sat,True,0.13,0.12,0.25,1086
dispatch,200,set_bv,set+tuple+bitvec,elim-term-ite>simplify,2,sat,True,0.08,2.62,2.7,15533
dispatch,200,set_bv,set+tuple+bitvec,elim-term-ite>propagate-values,2,sat,True,0.12,2.36,2.48,11141
dispatch,200,set_bv,set+tuple+bitvec,elim-term-ite>solve-eqs,2,sat,True,0.12,2.31,2.43,10695
dispatch,200,set_bv,set+tuple+bitvec,elim-term-ite>elim-term-ite,2,sat,True,0.05,2.58,2.63,15533
dispatch,200,set_bv,set+tuple+bitvec,elim-term-ite>propagate-ineqs,2,sat,True,0.04,2.57,2.61,15129
dispatch,200,set_bv,set+tuple+bitvec,elim-term-ite>ctx-simplify,2,sat,True,0.08,2.55,2.63,11750
dispatch,200,set_bv,set+tuple+bitvec,elim-term-ite>simplify[blast_select_store=True],2,sat,True,0.86,0.4,1.26,8082
dispatch,200,set_bv,set+tuple+bitvec,propagate-ineqs>simplify,2,sat,True,0.07,2.62,2.69,15129
dispatch,200,set_bv,set+tuple+bitvec,propagate-ineqs>propagate-values,2,sat,True,0.11,2.36,2.47,10737
dispatch,200,set_bv,set+tuple+bitvec,propagate-ineqs>solve-eqs,2,sat,True,0.15,2.46,2.61,10291
dispatch,200,set_bv,set+tuple+bitvec,propagate-ineqs>elim-term-ite,2,sat,True,0.04,2.64,2.68,15129
dispatch,200,set_bv,set+tuple+bitvec,propagate-ineqs>propagate-ineqs,2,sat,True,0.02,2.64,2.66,14726
dispatch,200,set_bv,set+tuple+bitvec,propagate-ineqs>ctx-simplify,2,sat,True,0.07,2.37,2.44,11346
dispatch,200,set_bv,set+tuple+bitvec,propagate-ineqs>simplify[blast_select_store=True],2,sat,True,0.78,0.4,1.18,7678
dispatch,200,set_bv,set+tuple+bitvec,ctx-simplify>simplify,2,sat,True,0.09,2.35,2.44,11550
dispatch,200,set_bv,set+tuple+bitvec,ctx-simplify>propagate-values,2,sat,True,0.07,2.35,2.42,11345
dispatch,200,set_bv,set+tuple+bitvec,ctx-simplify>solve-eqs,2,sat,True,0.12,2.3,2.42,10905
dispatch,200,set_bv,set+tuple+bitvec,ctx-simplify>elim-term-ite,2,sat,True,0.06,2.31,2.37,11552
dispatch,200,set_bv,set+tuple+bitvec,ctx-simplify>propagate-ineqs,2,sat,True,0.06,2.32,2.38,11346
dispatch,200,set_bv,set+tuple+bitvec,ctx-simplify>ctx-simplify,2,sat,True,0.08,2.28,2.36,11862
dispatch,200,set_bv,set+tuple+bitvec,ctx-simplify>simplify[blast_select_store=True],2,sat,True,0.08,0.13,0.21,1295
dispatch,200,set_bv,set+tuple+bitvec,simplify[blast_select_store=True]>simplify,2,sat,True,0.85,0.4,1.25,8281
dispatch,200,set_bv,set+tuple+bitvec,simplify[blast_select_store=True]>propagate-values,2,sat,True,0.84,0.12,0.96,2262
dispatch,200,set_bv,set+tuple+bitvec,simplify[blast_select_store=True]>solve-eqs,2,sat,True,0.89,0.02,0.91,2847
dispatch,200,set_bv,set+tuple+bitvec,simplify[blast_select_store=True]>elim-term-ite,2,sat,True,0.78,0.38,1.16,8281
dispatch,200,set_bv,set+tuple+bitvec,simplify[blast_select_store=True]>propagate-ineqs,2,sat,True,0.72,0.38,1.1,7678
dispatch,200,set_bv,set+tuple+bitvec,simplify[blast_select_store=True]>ctx-simplify,2,sat,True,0.88,0.13,1.01,4985
dispatch,200,set_bv,set+tuple+bitvec,simplify[blast_select_store=True]>simplify[blast_select_store=True],2,sat,True,0.81,0.38,1.19,8281
coloring,20,int,int,(none),0,sat,True,0.0,1.0,1.0,4871
coloring,20,int,int,simplify,1,sat,True,0.03,0.93,0.96,4856
coloring,20,int,int,propagate-values,1,sat,True,0.02,0.96,0.98,4871
coloring,20,int,int,solve-eqs,1,sat,True,0.03,0.91,0.94,4955
coloring,20,int,int,elim-term-ite,1,sat,True,0.01,0.94,0.95,4926
coloring,20,int,int,propagate-ineqs,1,sat,True,0.06,0.96,1.02,5045
coloring,20,int,int,ctx-simplify,1,sat,True,0.05,0.93,0.98,5036
coloring,20,int,int,simplify[blast_select_store=True],1,sat,True,0.02,0.89,0.91,4856
coloring,20,int,int,simplify>simplify,2,sat,True,0.04,0.9,0.94,4946
coloring,20,int,int,simplify>propagate-values,2,sat,True,0.04,0.89,0.93,4856
coloring,20,int,int,simplify>solve-eqs,2,sat,True,0.04,0.88,0.92,4940
coloring,20,int,int,simplify>elim-term-ite,2,sat,True,0.04,0.91,0.95,4946
coloring,20,int,int,simplify>propagate-ineqs,2,sat,True,0.06,0.9,0.96,4562
coloring,20,int,int,simplify>ctx-simplify,2,sat,True,0.05,0.89,0.94,5056
coloring,20,int,int,simplify>simplify[blast_select_store=True],2,sat,True,0.04,1.0,1.04,4946
coloring,20,int,int,propagate-values>simplify,2,sat,True,0.04,0.92,0.96,4856
coloring,20,int,int,propagate-values>propagate-values,2,sat,True,0.03,0.9,0.93,4871
coloring,20,int,int,propagate-values>solve-eqs,2,sat,True,0.04,0.89,0.93,4955
coloring,20,int,int,propagate-values>elim-term-ite,2,sat,True,0.02,0.9,0.92,4926
coloring,20,int,int,propagate-values>propagate-ineqs,2,sat,True,0.04,0.9,0.94,5045
coloring,20,int,int,propagate-values>ctx-simplify,2,sat,True,0.04,0.9,0.94,5036
coloring,20,int,int,propagate-values>simplify[blast_select_store=True],2,sat,True,0.04,0.99,1.03,4856
coloring,20,int,int,solve-eqs>simplify,2,sat,True,0.05,0.91,0.96,4940
coloring,20,int,int,solve-eqs>propagate-values,2,sat,True,0.04,0.91,0.95,4955
coloring,20,int,int,solve-eqs>solve-eqs,2,sat,True,0.04,0.9,0.94,5039
coloring,20,int,int,solve-eqs>elim-term-ite,2,sat,True,0.03,0.9,0.93,5010
coloring,20,int,int,solve-eqs>propagate-ineqs,2,sat,True,0.06,0.92,0.98,5129
coloring,20,int,int,solve-eqs>ctx-simplify,2,sat,True,0.05,0.92,0.97,5120
coloring,20,int,int,solve-eqs>simplify[blast_select_store=True],2,sat,True,0.04,0.91,0.95,4940
coloring,20,int,int,elim-term-ite>simplify,2,sat,True,0.03,0.89,0.92,4911
coloring,20,int,int,elim-term-ite>propagate-values,2,sat,True,0.02,0.9,0.92,4926
coloring,20,int,int,elim-term-ite>solve-eqs,2,sat,True,0.04,0.9,0.94,5010
coloring,20,int,int,elim-term-ite>elim-term-ite,2,sat,True,0.01,0.91,0.92,4981
coloring,20,int,int,elim-term-ite>propagate-ineqs,2,sat,True,0.04,0.92,0.96,5100
coloring,20,int,int,elim-term-ite>ctx-simplify,2,sat,True,0.06,0.91,0.97,5091
coloring,20,int,int,elim-term-ite>simplify[blast_select_store=True],2,sat,True,0.03,0.89,0.92,4911
coloring,20,int,int,propagate-ineqs>simplify,2,sat,True,0.06,0.9,0.96,5030
coloring,20,int,int,propagate-ineqs>propagate-values,2,sat,True,0.05,0.89,0.94,5045
coloring,20,int,int,propagate-ineqs>solve-eqs,2,sat,True,0.05,0.9,0.95,5129
coloring,20,int,int,propagate-ineqs>elim-term-ite,2,sat,True,0.04,0.92,0.96,5100
coloring,20,int,int,propagate-ineqs>propagate-ineqs,2,sat,True,0.06,0.9,0.96,5213
coloring,20,int,int,propagate-ineqs>ctx-simplify,2,sat,True,0.05,0.92,0.97,5210
coloring,20,int,int,propagate-ineqs>simplify[blast_select_store=True],2,sat,True,0.05,0.88,0.93,5030
coloring,20,int,int,ctx-simplify>simplify,2,sat,True,0.05,0.9,0.95,5021
coloring,20,int,int,ctx-simplify>propagate-values,2,sat,True,0.03,0.91,0.94,5036
coloring,20,int,int,ctx-simplify>solve-eqs,2,sat,True,0.04,0.91,0.95,5120
coloring,20,int,int,ctx-simplify>elim-term-ite,2,sat,True,0.06,0.9,0.96,5091
coloring,20,int,int,ctx-simplify>propagate-ineqs,2,sat,True,0.05,0.9,0.95,5210
coloring,20,int,int,ctx-simplify>ctx-simplify,2,sat,True,0.05,0.89,0.94,5201
coloring,20,int,int,ctx-simplify>simplify[blast_select_store=True],2,sat,True,0.03,0.89,0.92,5021
coloring,20,int,int,simplify[blast_select_store=True]>simplify,2,sat,True,0.04,0.89,0.93,4946
coloring,20,int,int,simplify[blast_select_store=True]>propagate-values,2,sat,True,0.04,0.92,0.96,4856
coloring,20,int,int,simplify[blast_select_store=True]>solve-eqs,2,sat,True,0.06,0.89,0.95,4940
coloring,20,int,int,simplify[blast_select_store=True]>elim-term-ite,2,sat,True,0.03,0.89,0.92,4946
coloring,20,int,int,simplify[blast_select_store=True]>propagate-ineqs,2,sat,True,0.06,0.92,0.98,4562
coloring,20,int,int,simplify[blast_select_store=True]>ctx-simplify,2,sat,True,0.04,0.89,0.93,5056
coloring,20,int,int,simplify[blast_select_store=True]>simplify[blast_select_store=True],2,sat,True,0.04,0.89,0.93,4946
coloring,20,bitvec,bitvec,(none),0,sat,True,0.0,0.59,0.59,4695
coloring,20,bitvec,bitvec,simplify,1,sat,True,0.03,0.61,0.64,4594
coloring,20,bitvec,bitvec,propagate-values,1,sat,True,0.02,0.58,0.6,4689
coloring,20,bitvec,bitvec,solve-eqs,1,sat,True,0.02,0.57,0.59,4734
coloring,20,bitvec,bitvec,elim-term-ite,1,sat,True,0.01,0.55,0.56,4707
coloring,20,bitvec,bitvec,propagate-ineqs,1,sat,True,0.02,0.57,0.59,4705
coloring,20,bitvec,bitvec,ctx-simplify,1,sat,True,0.03,0.56,0.59,4803
coloring,20,bitvec,bitvec,simplify[blast_select_store=True],1,sat,True,0.02,0.55,0.57,4609
coloring,20,bitvec,bitvec,simplify>simplify,2,sat,True,0.04,0.56,0.6,4659
coloring,20,bitvec,bitvec,simplify>propagate-values,2,sat,True,0.03,0.7,0.73,4562
coloring,20,bitvec,bitvec,simplify>solve-eqs,2,sat,True,0.05,0.63,0.68,4663
coloring,20,bitvec,bitvec,simplify>elim-term-ite,2,sat,True,0.04,0.57,0.61,4658
coloring,20,bitvec,bitvec,simplify>propagate-ineqs,2,sat,True,0.03,0.56,0.59,4590
coloring,20,bitvec,bitvec,simplify>ctx-simplify,2,sat,True,0.05,0.55,0.6,4728
coloring,20,bitvec,bitvec,simplify>simplify[blast_select_store=True],2,sat,True,0.04,0.56,0.6,4661
coloring,20,bitvec,bitvec,propagate-values>simplify,2,sat,True,0.04,0.55,0.59,4594
coloring,20,bitvec,bitvec,propagate-values>propagate-values,2,sat,True,0.02,0.57,0.59,4690
coloring,20,bitvec,bitvec,propagate-values>solve-eqs,2,sat,True,0.02,0.63,0.65,4762
coloring,20,bitvec,bitvec,propagate-values>elim-term-ite,2,sat,True,0.02,0.57,0.59,4719
coloring,20,bitvec,bitvec,propagate-values>propagate-ineqs,2,sat,True,0.02,0.62,0.64,4693
coloring,20,bitvec,bitvec,propagate-values>ctx-simplify,2,sat,True,0.03,0.57,0.6,4797
coloring,20,bitvec,bitvec,propagate-values>simplify[blast_select_store=True],2,sat,True,0.04,0.55,0.59,4588
coloring,20,bitvec,bitvec,solve-eqs>simplify,2,sat,True,0.04,0.54,0.58,4652
coloring,20,bitvec,bitvec,solve-eqs>propagate-values,2,sat,True,0.02,0.55,0.57,4720
coloring,20,bitvec,bitvec,solve-eqs>solve-eqs,2,sat,True,0.03,0.54,0.57,4824
coloring,20,bitvec,bitvec,solve-eqs>elim-term-ite,2,sat,True,0.02,0.55,0.57,4778
coloring,20,bitvec,bitvec,solve-eqs>propagate-ineqs,2,sat,True,0.03,0.59,0.62,4780
coloring,20,bitvec,bitvec,solve-eqs>ctx-simplify,2,sat,True,0.03,0.61,0.64,4849
coloring,20,bitvec,bitvec,solve-eqs>simplify[blast_select_store=True],2,sat,True,0.04,0.54,0.58,4618
coloring,20,bitvec,bitvec,elim-term-ite>simplify,2,sat,True,0.03,0.55,0.58,4648
coloring,20,bitvec,bitvec,elim-term-ite>propagate-values,2,sat,True,0.02,0.55,0.57,4742
coloring,20,bitvec,bitvec,elim-term-ite>solve-eqs,2,sat,True,0.02,0.56,0.58,4806
coloring,20,bitvec,bitvec,elim-term-ite>elim-term-ite,2,sat,True,0.01,0.51,0.52,4741
coloring,20,bitvec,bitvec,elim-term-ite>propagate-ineqs,2,sat,True,0.02,0.54,0.56,4746
coloring,20,bitvec,bitvec,elim-term-ite>ctx-simplify,2,sat,True,0.03,0.55,0.58,4838
coloring,20,bitvec,bitvec,elim-term-ite>simplify[blast_select_store=True],2,sat,True,0.03,0.55,0.58,4632
coloring,20,bitvec,bitvec,propagate-ineqs>simplify,2,sat,True,0.04,0.52,0.56,4590
coloring,20,bitvec,bitvec,propagate-ineqs>propagate-values,2,sat,True,0.02,0.55,0.57,4694
coloring,20,bitvec,bitvec,propagate-ineqs>solve-eqs,2,sat,True,0.03,0.52,0.55,4769
coloring,20,bitvec,bitvec,propagate-ineqs>elim-term-ite,2,sat,True,0.02,0.54,0.56,4750
coloring,20,bitvec,bitvec,propagate-ineqs>propagate-ineqs,2,sat,True,0.02,0.53,0.55,4728
coloring,20,bitvec,bitvec,propagate-ineqs>ctx-simplify,2,sat,True,0.02,0.53,0.55,4801
coloring,20,bitvec,bitvec,propagate-ineqs>simplify[blast_select_store=True],2,sat,True,0.03,0.51,0.54,4558
coloring,20,bitvec,bitvec,ctx-simplify>simplify,2,sat,True,0.03,0.52,0.55,4732
coloring,20,bitvec,bitvec,ctx-simplify>propagate-values,2,sat,True,0.03,0.52,0.55,4774
coloring,20,bitvec,bitvec,ctx-simplify>solve-eqs,2,sat,True,0.03,0.57,0.6,4828
coloring,20,bitvec,bitvec,ctx-simplify>elim-term-ite,2,sat,True,0.03,0.53,0.56,4823
coloring,20,bitvec,bitvec,ctx-simplify>propagate-ineqs,2,sat,True,0.02,0.52,0.54,4811
coloring,20,bitvec,bitvec,ctx-simplify>ctx-simplify,2,sat,True,0.03,0.52,0.55,4905
coloring,20,bitvec,bitvec,ctx-simplify>simplify[blast_select_store=True],2,sat,True,0.03,0.51,0.54,4709
coloring,20,bitvec,bitvec,simplify[blast_select_store=True]>simplify,2,sat,True,0.03,0.51,0.54,4674
coloring,20,bitvec,bitvec,simplify[blast_select_store=True]>propagate-values,2,sat,True,0.03,0.53,0.56,4583
coloring,20,bitvec,bitvec,simplify[blast_select_store=True]>solve-eqs,2,sat,True,0.03,0.51,0.54,4649
coloring,20,bitvec,bitvec,simplify[blast_select_store=True]>elim-term-ite,2,sat,True,0.03,0.51,0.54,4661
coloring,20,bitvec,bitvec,simplify[blast_select_store=True]>propagate-ineqs,2,sat,True,0.03,0.51,0.54,4610
coloring,20,bitvec,bitvec,simplify[blast_select_store=True]>ctx-simplify,2,sat,True,0.04,0.51,0.55,4717
coloring,20,bitvec,bitvec,simplify[blast_select_store=True]>simplify[blast_select_store=True],2,sat,True,0.05,0.5,0.55,4673
coloring,20,onehot,bool,(none),0,sat,True,0.0,0.71,0.71,6875
coloring,20,onehot,bool,simplify,1,sat,True,0.04,0.64,0.68,7245
coloring,20,onehot,bool,propagate-values,1,sat,True,0.02,0.63,0.65,6875
coloring,20,onehot,bool,solve-eqs,1,sat,True,0.04,0.63,0.67,7004
coloring,20,onehot,bool,elim-term-ite,1,sat,True,0.01,0.63,0.64,7005
coloring,20,onehot,bool,propagate-ineqs,1,sat,True,0.02,0.63,0.65,6917
coloring,20,onehot,bool,ctx-simplify,1,sat,True,0.05,0.61,0.66,7305
coloring,20,onehot,bool,simplify[blast_select_store=True],1,sat,True,0.04,0.62,0.66,7245
coloring,20,onehot,bool,simplify>simplify,2,sat,True,0.06,0.61,0.67,7435
coloring,20,onehot,bool,simplify>propagate-values,2,sat,True,0.05,0.61,0.66,7245
coloring,20,onehot,bool,simplify>solve-eqs,2,sat,True,0.06,0.61,0.67,7374
coloring,20,onehot,bool,simplify>elim-term-ite,2,sat,True,0.06,0.61,0.67,7435
coloring,20,onehot,bool,simplify>propagate-ineqs,2,sat,True,0.04,0.61,0.65,7287
coloring,20,onehot,bool,simplify>ctx-simplify,2,sat,True,0.08,0.61,0.69,7795
coloring,20,onehot,bool,simplify>simplify[blast_select_store=True],2,sat,True,0.06,0.62,0.68,7435
coloring,20,onehot,bool,propagate-values>simplify,2,sat,True,0.05,0.61,0.66,7245
coloring,20,onehot,bool,propagate-values>propagate-values,2,sat,True,0.03,0.62,0.65,6875
coloring,20,onehot,bool,propagate-values>solve-eqs,2,sat,True,0.04,0.62,0.66,7004
coloring,20,onehot,bool,propagate-values>elim-term-ite,2,sat,True,0.03,0.63,0.66,7005
coloring,20,onehot,bool,propagate-values>propagate-ineqs,2,sat,True,0.03,0.62,0.65,6917
coloring,20,onehot,bool,propagate-values>ctx-simplify,2,sat,True,0.05,0.62,0.67,7305
coloring,20,onehot,bool,propagate-values>simplify[blast_select_store=True],2,sat,True,0.05,0.61,0.66,7245
coloring,20,onehot,bool,solve-eqs>simplify,2,sat,True,0.06,0.61,0.67,7374
coloring,20,onehot,bool,solve-eqs>propagate-values,2,sat,True,0.05,0.61,0.66,7004
coloring,20,onehot,bool,solve-eqs>solve-eqs,2,sat,True,0.05,0.62,0.67,7133
coloring,20,onehot,bool,solve-eqs>elim-term-ite,2,sat,True,0.03,0.62,0.65,7134
coloring,20,onehot,bool,solve-eqs>propagate-ineqs,2,sat,True,0.04,0.61,0.65,7046
coloring,20,onehot,bool,solve-eqs>ctx-simplify,2,sat,True,0.06,0.61,0.67,7434
coloring,20,onehot,bool,solve-eqs>simplify[blast_select_store=True],2,sat,True,0.06,0.61,0.67,7374
coloring,20,onehot,bool,elim-term-ite>simplify,2,sat,True,0.04,0.62,0.66,7375
coloring,20,onehot,bool,elim-term-ite>propagate-values,2,sat,True,0.03,0.61,0.64,7005
coloring,20,onehot,bool,elim-term-ite>solve-eqs,2,sat,True,0.03,0.63,0.66,7134
coloring,20,onehot,bool,elim-term-ite>elim-term-ite,2,sat,True,0.01,0.62,0.63,7135
coloring,20,onehot,bool,elim-term-ite>propagate-ineqs,2,sat,True,0.02,0.61,0.63,7047
coloring,20,onehot,bool,elim-term-ite>ctx-simplify,2,sat,True,0.05,0.61,0.66,7435
coloring,20,onehot,bool,elim-term-ite>simplify[blast_select_store=True],2,sat,True,0.04,0.6,0.64,7375
coloring,20,onehot,bool,propagate-ineqs>simplify,2,sat,True,0.04,0.61,0.65,7287
coloring,20,onehot,bool,propagate-ineqs>propagate-values,2,sat,True,0.03,0.62,0.65,6917
coloring,20,onehot,bool,propagate-ineqs>solve-eqs,2,sat,True,0.04,0.62,0.66,7046
coloring,20,onehot,bool,propagate-ineqs>elim-term-ite,2,sat,True,0.02,0.62,0.64,7047
